City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Desc
560,Bairiki,KI,1.3292,172.9752,86.0,70,40,11.5,scattered clouds
561,Nizhniy Baskunchak,RU,48.2198,46.8311,34.66,91,19,5.19,few clouds
562,Chicama,PE,-7.8447,-79.1469,68.54,67,54,7.74,broken clouds
563,Baykit,RU,61.67,96.37,1.11,100,100,2.19,overcast clouds
564,Sibolga,ID,1.7427,98.7792,75.85,82,85,3.58,overcast clouds
565,Praya,CV,14.9215,-23.5087,70.34,78,75,17.27,broken clouds
566,Wuwei,CN,37.9281,102.6414,17.19,59,7,4.41,clear sky
567,Kushiro,JP,42.975,144.3747,25.75,58,75,6.91,broken clouds
568,Dawlatabad,AF,36.4141,64.9053,48.85,86,100,6.53,light rain
569,Taupo,NZ,-38.6833,176.0833,67.46,63,89,1.1,overcast clouds
570,Derzhavinsk,KZ,51.1,66.3167,23.94,96,100,8.84,overcast clouds
571,Lichuan,CN,30.3,108.85,28.89,97,100,2.26,light snow
572,Engen,DE,47.85,8.7667,40.48,90,86,8.34,overcast clouds
573,Zhashkiv,UA,49.2454,30.1102,41.34,68,100,5.86,overcast clouds
574,Aguas Formosas,BR,-17.0822,-40.9358,75.0,79,33,4.05,scattered clouds
575,Jiwani,PK,25.05,61.7417,73.4,66,0,22.19,clear sky
576,Acapulco,MX,16.8634,-99.8901,84.85,59,3,12.28,clear sky
577,Maceio,BR,-9.6658,-35.7353,80.04,78,20,5.75,few clouds
578,Gravdal,NO,68.1214,13.5031,25.72,68,53,1.81,broken clouds
579,Sawakin,SD,19.1059,37.3321,69.64,58,71,8.1,broken clouds
580,Sangmelima,CM,2.9333,11.9833,74.07,60,96,2.77,overcast clouds
581,Peniche,PT,39.3558,-9.3811,57.09,92,24,14.14,few clouds
